CODIGO_VENDA;CODIGO_CLIENTE;CODIGO_FORMA_PAGAMENTO;CODIGO_LOJA_VENDEDOR;DATA_VENDA;VALOR_FINAL;TIPO_PAGAMENTO
1294;195;3;3;2023-10-05 17:38:16;1360.55;A VISTA
1295;761;1;7;2022-03-23 11:15:25;1950.88;PARCELADO
1296;353;4;6;2023-01-01 16:18:33;1002.85;A VISTA
1297;133;3;6;2020-10-24 17:46:32;275.57;A VISTA
1298;736;4;1;2020-10-24 17:46:32;510.5;PARCELADO
1299;1164;4;3;2020-02-21 09:25:41;787.74;PARCELADO
1300;640;2;0;2021-09-27 03:48:42;349.37;A VISTA
1301;558;2;2;2021-07-25 11:26:21;682.91;A VISTA
1302;686;4;12;2022-04-12 09:52:12;316.32;A VISTA
1303;789;1;6;2018-08-08 10:45:36;47.38;A VISTA
1304;600;4;9;2022-06-15 10:50:54;1118.77;A VISTA
1305;930;1;0;2023-07-23 19:22:49;2264.19;A VISTA
1306;841;4;0;2023-12-27 04:26:50;324.65;PARCELADO
1307;731;3;2;2023-01-21 10:02:50;185.82;A VISTA
1308;880;2;5;2019-06-18 15:17:58;1486.44;PARCELADO
1309;892;4;6;2017-12-12 16:44:55;1838.33;A VISTA
1310;1225;4;13;2022-01-29 17:20:03;485.22;A VISTA
1311;755;3;8;2018-03-14 11:57:14;888.61;A VISTA
1312;547;1;6;2020-01-17 14:46:04;650.53;PARCELADO
1313;679;1;7;2019-06-17 16:43:35;2672.79;A VISTA
1314;791;2;13;2017-04-06 11:36:07;81.44;A VISTA
1315;965;3;16;2020-03-19 16:06:13;75.25;A VISTA
1316;1314;2;15;2018-08-13 15:11:19;1312.89;A VISTA
1317;1273;1;10;2017-11-10 12:40:05;694.94;A VISTA
1318;1396;1;12;2022-11-16 09:53:12;1682.44;A VISTA
1319;304;4;5;2021-05-13 10:16:16;276.4;A VISTA
1320;1188;2;14;2021-07-19 09:26:19;499.68;A VISTA
1321;668;4;6;2022-03-14 12:42:32;2201.78;A VISTA
1322;716;1;16;2018-05-18 15:53:05;1065.14;PARCELADO
1323;567;2;1;2018-05-18 15:53:05;284.02;A VISTA
1324;1103;1;10;2020-01-26 16:04:20;733.47;PARCELADO
1325;287;3;10;2020-02-05 13:25:35;157.88;PARCELADO
1326;289;4;11;2023-06-30 15:56:55;110.92;A VISTA
1327;1283;3;1;2023-06-30 15:56:55;1203.45;A VISTA
1328;572;3;12;2022-12-05 10:43:52;1224.86;PARCELADO
1329;914;4;1;2022-12-05 10:43:52;429.84;A VISTA
1330;1132;4;16;2018-09-28 16:29:06;1211.08;A VISTA
1331;1109;1;2;2023-08-08 15:23:36;630.75;A VISTA
1332;137;4;0;2020-03-21 11:06:55;380.72;A VISTA
1333;782;2;2;2019-02-09 09:43:55;1076.52;A VISTA
1334;376;3;15;2022-11-21 11:43:24;556.87;A VISTA
1335;886;3;11;2023-05-09 15:55:34;410.05;A VISTA
1336;536;3;16;2022-06-22 10:47:22;1885.14;PARCELADO
1337;763;2;13;2024-01-10 12:50:36;2588.45;PARCELADO
1338;1017;2;6;2021-07-12 10:12:07;4402.07;A VISTA
1339;5;1;9;2018-07-14 16:02:13;1813.17;A VISTA
1340;828;2;11;2022-06-25 13:09:18;1102.46;PARCELADO
1341;808;4;10;2019-06-07 12:51:58;38.64;A VISTA
1342;1090;1;0;2022-06-26 04:21:44;2010.69;A VISTA
1343;836;3;8;2020-06-23 12:18:41;934.91;A VISTA
1344;974;2;8;2020-05-29 17:44:45;1953.84;A VISTA
1345;842;4;10;2018-05-30 12:16:43;1586.1;A VISTA
1346;981;1;6;2021-09-05 10:19:21;3305.32;A VISTA
1347;484;4;2;2020-06-17 15:19:43;1250.81;A VISTA
1348;62;1;16;2023-07-07 10:41:20;436.79;A VISTA
1349;445;3;11;2023-10-03 16:22:01;181.84;A VISTA
1350;128;1;1;2023-10-03 16:22:01;626.45;A VISTA
1351;37;4;8;2018-05-11 15:32:41;674.32;A VISTA
1352;586;2;1;2018-05-11 15:32:41;348.95;PARCELADO
1353;1290;1;2;2020-11-01 16:03:37;1295.07;PARCELADO
1354;299;1;8;2019-03-27 17:28:07;2.97;PARCELADO
1355;1070;1;14;2022-02-03 11:52:27;85.0;A VISTA
1356;919;2;4;2023-12-14 12:18:10;3017.32;A VISTA
1357;177;3;16;2020-12-09 14:16:26;39.8;A VISTA
1358;478;4;9;2022-12-01 11:40:57;1377.72;A VISTA
1359;38;4;0;2017-08-12 21:24:05;928.92;A VISTA
1360;802;4;14;2023-08-31 15:03:40;1124.77;PARCELADO
1361;245;1;12;2020-03-01 12:11:37;1418.98;PARCELADO
1362;32;1;11;2022-10-19 13:57:17;1378.03;A VISTA
1363;1139;4;7;2019-04-23 12:10:36;936.16;A VISTA
1364;179;1;2;2019-08-20 11:20:52;5.32;A VISTA
1365;1222;3;3;2021-05-06 12:43:48;332.32;PARCELADO
1366;684;1;12;2018-08-01 17:10:56;2088.08;PARCELADO
1367;208;4;1;2018-08-01 17:10:56;390.24;A VISTA
1368;188;3;10;2019-07-26 12:09:11;1641.18;PARCELADO
1369;44;4;3;2017-06-11 17:43:28;241.78;PARCELADO
1370;50;1;10;2022-04-29 13:13:35;2541.89;A VISTA
1371;565;2;5;2021-02-11 16:46:37;1160.76;A VISTA
1372;74;2;5;2019-09-05 13:29:04;547.69;A VISTA
1373;341;3;11;2023-07-25 16:11:22;2526.96;A VISTA
1374;952;1;5;2021-09-30 12:31:40;75.73;A VISTA
1375;110;2;6;2019-12-04 11:52:10;1519.95;A VISTA
1376;308;2;10;2018-07-15 13:13:17;774.47;A VISTA
1377;12;2;7;2017-05-08 15:16:31;2003.7;PARCELADO
1378;1098;4;6;2019-08-30 16:12:55;1509.89;A VISTA
1379;893;1;0;2020-09-10 23:21:55;1187.49;PARCELADO
1380;1332;3;2;2019-07-16 12:24:23;1345.86;A VISTA
1381;569;4;3;2018-07-01 14:13:28;1188.2;A VISTA
1382;325;2;4;2019-11-25 13:37:17;43.12;A VISTA
1383;1210;3;16;2018-08-27 14:45:20;583.12;A VISTA
1384;531;4;16;2018-02-25 11:08:07;570.49;PARCELADO
1385;1274;1;14;2019-08-10 16:46:04;2720.86;PARCELADO
1386;1334;4;14;2021-08-01 15:02:02;2812.78;PARCELADO
1387;969;2;10;2018-06-01 10:02:23;429.27;A VISTA
1388;1220;2;4;2017-01-02 17:32:45;1642.36;A VISTA
1389;909;2;3;2023-01-03 15:27:04;122.36;A VISTA
1390;876;3;8;2019-09-17 13:40:06;1151.1;A VISTA
1391;520;4;11;2017-09-23 14:50:31;445.94;A VISTA
1392;1146;1;13;2017-05-16 15:33:35;520.1;A VISTA
1393;911;1;11;2019-12-07 16:35:28;71.76;PARCELADO
1394;239;1;6;2021-09-27 15:32:05;469.38;A VISTA
1395;89;1;6;2017-10-20 11:58:42;372.93;A VISTA
1396;1203;1;7;2020-12-23 11:11:39;649.23;A VISTA
1397;217;3;9;2020-10-13 14:49:37;506.73;A VISTA
1398;75;1;3;2024-01-02 09:43:57;1730.47;PARCELADO
1399;1158;4;12;2021-06-04 12:33:40;1058.56;A VISTA
1400;889;3;4;2023-04-29 15:44:36;1120.7;PARCELADO
1401;322;1;3;2018-09-24 16:13:55;1672.77;A VISTA
1402;1154;4;15;2020-02-06 14:36:51;502.96;A VISTA
1403;93;1;13;2021-04-11 09:41:44;635.67;A VISTA
1404;512;2;12;2017-06-14 10:04:29;1472.41;A VISTA
1405;635;2;7;2022-01-28 10:14:48;1044.41;PARCELADO
1406;1184;1;12;2022-02-24 12:07:25;2101.77;A VISTA
1407;84;3;1;2022-02-24 12:07:25;1556.87;A VISTA
1408;1285;4;11;2020-09-01 09:14:53;778.16;A VISTA
1409;763;3;14;2023-06-03 14:05:05;805.74;A VISTA
1410;740;1;2;2019-02-23 16:04:44;1094.03;A VISTA
1411;1177;2;2;2021-03-25 16:22:43;1115.07;PARCELADO
1412;388;3;12;2018-06-21 09:29:12;884.52;A VISTA
1413;1386;4;1;2018-06-21 09:29:12;1334.5;A VISTA
1414;1280;1;0;2018-01-04 22:00:31;660.91;PARCELADO
1415;122;1;0;2018-12-06 16:14:48;420.73;PARCELADO
1416;93;4;4;2021-05-13 09:09:51;951.81;A VISTA
1417;337;1;2;2022-09-20 15:16:18;2100.19;A VISTA
1418;1139;1;15;2019-02-26 09:06:37;577.5;PARCELADO
1419;959;3;15;2021-03-27 12:23:15;1304.03;A VISTA
1420;275;1;9;2024-01-25 14:58:42;603.26;A VISTA
1421;93;4;10;2020-06-06 14:31:13;896.04;A VISTA
1422;543;3;9;2020-08-07 14:48:01;1018.8;A VISTA
1423;98;1;14;2021-08-23 16:35:56;27.75;A VISTA
1424;639;1;7;2023-12-11 09:16:41;1501.05;A VISTA
1425;26;1;13;2017-02-14 16:49:43;934.59;A VISTA
1426;52;3;0;2020-01-13 19:08:51;332.46;A VISTA
1427;1252;3;6;2021-08-20 11:23:37;5.11;A VISTA
1428;52;3;0;2021-10-23 14:59:48;1640.33;PARCELADO
1429;1049;4;11;2022-11-02 17:26:33;4.12;A VISTA
1430;874;4;5;2023-02-26 13:27:29;553.83;A VISTA
1431;150;1;12;2023-08-07 14:14:02;1030.68;PARCELADO
1432;920;4;4;2022-11-08 14:55:18;1583.17;A VISTA
1433;541;4;13;2021-12-26 13:50:40;1162.86;A VISTA
1434;1360;2;15;2018-02-26 14:38:03;509.4;A VISTA
1435;1316;2;6;2021-08-01 12:23:02;824.37;A VISTA
1436;691;4;15;2020-06-11 15:06:41;1429.53;PARCELADO
1437;1160;4;5;2018-11-02 16:21:37;61.59;PARCELADO
1438;690;2;16;2019-11-26 15:54:33;372.9;A VISTA
1439;842;3;9;2018-08-27 11:18:43;720.13;A VISTA
1440;420;3;15;2019-04-07 12:26:30;853.44;PARCELADO
1441;1208;1;0;2017-09-06 11:38:28;314.04;PARCELADO
1442;139;4;14;2019-07-02 15:46:49;431.16;PARCELADO
1443;85;2;14;2017-07-07 09:48:23;2854.0;PARCELADO
1444;354;3;1;2017-07-07 09:48:23;1581.7;A VISTA
1445;1172;3;14;2018-01-24 17:09:25;2469.64;A VISTA
1446;990;3;10;2023-04-13 16:32:02;234.55;A VISTA
1447;808;3;6;2019-01-06 14:11:26;337.11;A VISTA
1448;431;3;2;2019-10-09 14:06:45;764.47;A VISTA
1449;64;2;16;2023-09-10 11:04:40;605.64;A VISTA
1450;863;1;12;2019-08-03 16:53:38;1826.79;A VISTA
1451;888;4;14;2017-06-14 11:11:05;1154.75;A VISTA
1452;499;4;13;2022-03-15 14:22:28;1157.05;PARCELADO
1453;1190;2;13;2017-11-17 17:16:30;2016.74;A VISTA
1454;552;3;16;2019-01-06 14:38:13;241.6;A VISTA
1455;219;3;4;2023-06-05 12:06:22;344.83;PARCELADO
1456;506;2;1;2023-06-05 12:06:22;570.8;A VISTA
1457;250;3;12;2017-01-06 13:37:37;844.24;A VISTA
1458;604;1;5;2022-06-16 11:00:01;531.72;A VISTA
1459;3;4;7;2018-01-08 15:30:12;2588.97;A VISTA
1460;288;1;10;2017-01-12 12:02:08;225.3;A VISTA
1461;917;3;14;2018-05-11 16:08:42;1381.28;PARCELADO
1462;1195;1;11;2019-05-28 12:58:16;1245.17;A VISTA
1463;965;4;9;2024-01-08 13:49:41;1772.12;A VISTA
1464;151;3;9;2021-01-02 11:06:39;2215.5;A VISTA
1465;112;2;1;2021-01-02 11:06:39;820.69;PARCELADO
1466;975;4;6;2022-02-01 14:02:26;915.44;A VISTA
1467;235;2;13;2021-04-02 14:31:04;715.77;A VISTA
1468;240;3;14;2024-01-03 12:06:44;91.18;A VISTA
1469;886;2;10;2021-01-16 14:13:27;613.2;A VISTA
1470;1355;1;0;2021-10-23 16:11:02;968.31;A VISTA
1471;404;1;11;2022-03-27 16:19:22;472.87;A VISTA
1472;1041;3;12;2021-10-13 13:07:28;338.67;A VISTA
1473;106;3;15;2020-04-11 14:24:15;1509.57;A VISTA
1474;552;4;14;2019-04-10 17:38:49;1106.86;A VISTA
1475;250;2;8;2019-11-26 10:48:15;285.49;A VISTA
1476;678;2;1;2019-11-26 10:48:15;418.41;A VISTA
1477;244;2;16;2019-09-16 14:38:52;1928.27;A VISTA
1478;1008;2;3;2020-10-02 17:11:38;1634.68;PARCELADO
1479;968;2;10;2020-10-19 09:52:57;1608.53;A VISTA
1480;342;4;9;2018-06-09 12:51:20;1283.28;A VISTA
1481;43;3;0;2017-08-25 22:19:43;2770.45;A VISTA
1482;733;3;2;2021-11-03 12:38:04;2019.15;PARCELADO
1483;1156;4;2;2018-12-23 16:51:45;142.11;PARCELADO
1484;891;4;8;2018-01-23 16:58:02;80.76;A VISTA
1485;134;4;2;2018-01-20 12:15:30;958.03;PARCELADO
1486;451;4;7;2022-06-08 12:28:56;1069.02;A VISTA
1487;1136;3;2;2020-03-17 09:22:02;1070.12;PARCELADO
1488;506;1;10;2022-04-03 15:25:24;104.02;PARCELADO
1489;617;4;2;2023-09-12 11:05:25;1028.65;A VISTA
1490;559;4;0;2018-01-08 03:42:52;599.62;PARCELADO
1491;573;2;0;2023-04-26 10:31:49;65.14;PARCELADO
1492;1283;2;4;2020-03-16 10:28:29;155.81;A VISTA
1493;368;2;1;2020-03-16 10:28:29;78.38;PARCELADO
1494;431;2;13;2021-07-06 10:44:23;34.65;A VISTA
1495;99;1;3;2017-04-26 09:57:35;970.43;A VISTA
1496;292;2;15;2018-12-01 12:29:46;995.05;A VISTA
1497;386;3;10;2023-01-08 11:41:34;1662.56;A VISTA
1498;194;2;13;2022-02-08 09:43:56;2308.33;A VISTA
1499;1029;4;4;2023-02-19 15:51:42;13.36;PARCELADO
1500;469;3;14;2023-08-27 10:36:33;1589.47;A VISTA
1501;77;2;15;2019-01-04 13:00:04;3189.26;A VISTA
1502;1108;4;16;2021-10-14 17:40:40;714.75;PARCELADO
1503;377;4;9;2023-07-20 16:28:27;617.44;A VISTA
1504;577;3;3;2022-11-20 14:21:52;1320.27;A VISTA
1505;855;2;2;2021-01-22 17:49:20;144.27;PARCELADO
1506;1210;1;11;2022-01-29 16:51:53;2084.19;A VISTA
1507;136;4;5;2020-01-21 16:46:38;16.73;PARCELADO
1508;1192;3;0;2017-08-18 09:52:12;1268.22;A VISTA
1509;254;1;7;2021-05-18 14:35:05;625.17;A VISTA
1510;1020;2;5;2020-11-24 14:12:37;704.12;A VISTA
1511;1046;1;14;2022-07-09 12:28:40;666.69;PARCELADO
1512;44;2;10;2022-09-17 13:07:28;371.84;A VISTA
1513;827;2;8;2019-03-30 16:27:11;208.48;PARCELADO
1514;1059;4;15;2021-09-28 16:53:32;1143.38;PARCELADO
1515;72;2;14;2021-06-30 14:33:37;1067.85;A VISTA
1516;417;4;13;2021-12-06 10:02:10;449.64;A VISTA
1517;201;4;9;2018-04-28 13:35:54;758.77;A VISTA
1518;65;3;10;2020-05-23 09:24:22;757.18;PARCELADO
1519;94;4;11;2020-07-20 15:43:50;1216.11;A VISTA
1520;161;3;15;2018-08-17 14:37:17;1484.54;A VISTA
1521;404;4;9;2019-11-03 14:49:14;161.25;A VISTA
1522;299;3;10;2023-10-19 15:31:55;678.51;A VISTA
1523;744;4;5;2020-07-16 15:44:55;2302.45;A VISTA
1524;406;1;9;2023-03-12 12:54:37;542.05;A VISTA
1525;498;4;11;2022-11-13 09:21:23;1022.39;A VISTA
1526;1134;1;2;2020-09-10 12:47:49;616.21;A VISTA
1527;1129;2;10;2021-07-11 11:09:50;1754.29;A VISTA
1528;912;3;16;2017-03-13 15:24:22;266.24;PARCELADO
1529;1309;2;0;2017-01-02 14:57:35;1194.48;A VISTA
1530;257;2;10;2017-05-20 10:22:29;2507.01;A VISTA
1531;846;1;14;2019-01-17 10:53:54;279.26;A VISTA
1532;1262;3;3;2021-08-21 13:53:34;1203.28;A VISTA
1533;127;4;14;2017-12-13 16:05:22;1625.97;A VISTA
1534;192;3;16;2021-10-22 16:33:40;1017.89;PARCELADO
1535;533;2;13;2017-08-30 10:42:55;253.22;PARCELADO
1536;37;3;13;2017-03-23 15:45:09;1108.7;A VISTA
1537;659;2;11;2020-06-02 13:48:25;19.98;PARCELADO
1538;430;1;7;2021-11-20 09:19:09;869.54;A VISTA
1539;56;4;4;2019-08-29 14:47:41;885.36;A VISTA
1540;1381;1;2;2021-07-20 14:49:57;2680.41;A VISTA
1541;1015;4;6;2023-05-24 12:54:15;2853.36;PARCELADO
1542;1273;4;6;2019-04-16 14:44:47;1682.27;A VISTA
1543;1082;3;8;2018-03-26 15:07:30;1158.43;PARCELADO
1544;908;2;5;2017-08-01 15:23:35;1570.65;A VISTA
1545;864;1;9;2020-12-16 12:08:04;1674.32;A VISTA
1546;861;4;14;2021-12-06 16:09:21;2551.23;A VISTA
1547;750;4;10;2020-07-23 09:56:02;1594.8;PARCELADO
1548;961;1;7;2018-07-24 12:56:06;661.58;A VISTA
1549;1078;3;7;2018-06-21 17:35:44;3127.83;PARCELADO
1550;407;2;3;2018-11-28 13:03:23;553.48;A VISTA
1551;884;4;3;2022-06-19 13:22:18;73.85;PARCELADO
1552;653;4;4;2021-02-27 14:10:44;2.16;A VISTA
1553;1200;3;0;2018-01-25 04:11:55;458.66;A VISTA
1554;1234;1;0;2019-01-07 17:05:23;2273.59;A VISTA
1555;145;4;10;2023-04-25 09:26:33;54.72;A VISTA
1556;83;2;6;2020-07-13 10:27:13;200.83;A VISTA
1557;434;2;5;2020-03-04 10:21:23;1442.86;A VISTA
1558;699;3;3;2017-03-16 11:45:35;1819.67;A VISTA
1559;941;4;0;2019-09-01 06:18:34;736.96;A VISTA
1560;1101;1;4;2023-09-28 12:10:14;58.8;PARCELADO
1561;15;1;10;2021-06-08 12:52:33;1546.7;A VISTA
1562;1084;2;5;2021-05-15 09:36:13;342.76;A VISTA
1563;1286;4;3;2022-07-12 13:25:34;1095.75;PARCELADO
1564;1121;1;11;2020-09-22 17:21:01;217.89;A VISTA
1565;331;3;11;2017-04-08 10:18:12;87.83;A VISTA
1566;153;3;6;2018-02-14 12:34:39;494.29;A VISTA
1567;1341;2;11;2017-01-16 17:07:56;844.72;A VISTA
1568;708;2;10;2022-12-15 09:04:26;1286.12;PARCELADO
1569;81;1;11;2019-06-24 15:40:55;370.6;A VISTA
1570;63;2;8;2020-09-07 17:34:23;907.88;A VISTA
1571;146;2;8;2017-09-20 14:29:02;2345.49;A VISTA
1572;1164;3;4;2019-04-30 17:09:02;51.12;A VISTA
1573;1113;1;16;2018-01-23 12:24:44;345.44;A VISTA
1574;919;3;9;2023-09-17 12:11:24;949.86;A VISTA
1575;124;1;12;2022-09-24 10:28:10;1234.58;A VISTA
1576;619;4;4;2020-02-03 17:37:26;83.55;A VISTA
1577;820;4;14;2020-11-29 09:11:50;478.89;A VISTA
1578;1302;4;14;2021-12-03 17:09:57;2112.02;A VISTA
1579;604;1;1;2021-12-03 17:09:57;315.38;PARCELADO
1580;652;4;13;2019-04-28 11:43:57;914.12;A VISTA
1581;519;4;8;2022-12-27 12:46:42;495.32;A VISTA
1582;100;4;14;2019-04-18 15:08:16;709.72;A VISTA
1583;856;3;8;2022-09-18 11:08:14;1244.09;A VISTA
1584;543;1;14;2017-08-19 11:04:56;730.79;A VISTA
1585;470;1;2;2022-08-22 13:41:28;1528.37;A VISTA
1586;492;4;9;2018-12-22 17:30:29;1878.15;A VISTA
1587;902;3;15;2018-09-25 17:22:56;1624.43;PARCELADO
1588;772;3;8;2024-01-12 14:20:26;255.52;A VISTA
1589;1291;1;6;2021-01-13 15:47:32;1088.36;A VISTA
1590;824;2;2;2020-01-22 12:50:41;1233.78;A VISTA
1591;871;1;7;2019-07-20 09:42:27;2018.27;A VISTA
1592;117;3;1;2019-07-20 09:42:27;631.34;A VISTA
1593;760;3;9;2018-04-28 16:01:48;1194.31;A VISTA
1594;589;3;11;2019-10-20 17:38:12;1025.75;PARCELADO
1595;630;4;13;2017-12-21 14:38:25;898.81;A VISTA
1596;747;3;15;2020-07-15 11:04:14;73.36;A VISTA
1597;105;3;9;2020-06-23 12:24:02;1313.26;A VISTA
1598;520;2;4;2022-08-30 14:19:02;765.69;A VISTA
1599;753;1;7;2020-03-13 14:47:54;283.4;A VISTA
1600;524;2;15;2019-12-06 17:45:41;1115.67;PARCELADO
1601;934;3;8;2019-07-24 10:56:48;1316.32;A VISTA
1602;1395;1;4;2023-09-17 09:34:58;366.66;PARCELADO
1603;660;4;9;2019-02-08 17:36:35;2226.63;PARCELADO
1604;1362;4;15;2018-06-06 15:40:23;246.75;A VISTA
1605;156;3;9;2021-04-25 11:15:57;2628.23;A VISTA
1606;1242;1;7;2019-11-27 10:08:51;683.15;A VISTA
1607;1240;3;2;2017-08-08 11:21:32;809.86;A VISTA
1608;485;1;9;2022-11-27 17:10:35;1392.17;A VISTA
1609;459;1;13;2023-02-10 10:54:03;1203.69;A VISTA
1610;999;4;11;2023-08-21 15:36:37;63.62;A VISTA
1611;1051;1;11;2021-09-10 15:54:27;1408.94;A VISTA
1612;1199;4;1;2021-09-10 15:54:27;99.35;A VISTA
1613;542;4;10;2020-10-17 12:09:29;355.48;PARCELADO
1614;779;3;13;2017-11-10 13:55:53;370.33;A VISTA
1615;496;1;5;2023-04-25 09:08:35;10.04;A VISTA
1616;686;1;6;2020-05-28 09:54:40;2035.07;A VISTA
1617;253;4;4;2020-08-17 10:50:04;1.52;PARCELADO
1618;1284;1;15;2021-09-24 10:19:13;328.0;A VISTA
1619;457;3;9;2018-12-08 16:44:32;2309.69;PARCELADO
1620;1156;4;3;2020-09-03 11:07:55;875.74;A VISTA
1621;594;4;4;2020-03-16 13:32:09;55.62;PARCELADO
1622;863;3;9;2021-12-22 09:30:35;6.55;A VISTA
1623;1339;4;5;2023-09-27 12:23:18;156.53;A VISTA
1624;147;4;5;2021-01-24 16:49:14;2798.59;A VISTA
1625;94;3;7;2021-07-28 13:10:38;20.5;A VISTA
1626;280;4;9;2017-06-16 11:24:57;2541.53;PARCELADO
1627;1153;3;13;2022-01-26 15:34:16;1261.92;A VISTA
1628;1349;2;12;2023-01-09 17:34:53;1966.97;A VISTA
1629;1179;2;2;2018-10-22 12:04:07;20.59;PARCELADO
1630;880;4;4;2022-04-27 12:03:53;544.52;A VISTA
1631;1224;4;6;2021-05-13 14:17:10;1480.19;A VISTA
1632;107;4;12;2018-10-08 12:48:08;1278.7;PARCELADO
1633;667;3;14;2018-02-08 12:40:15;1360.79;A VISTA
1634;212;1;7;2022-03-23 13:22:19;752.02;A VISTA
1635;297;2;14;2022-08-27 15:43:49;1156.04;A VISTA
1636;439;4;6;2020-12-18 17:16:27;1981.41;A VISTA
1637;1357;2;4;2023-04-29 12:13:40;607.88;A VISTA
1638;855;2;15;2021-10-09 13:41:07;79.07;A VISTA
1639;161;2;12;2023-08-31 17:47:47;830.47;PARCELADO
1640;775;3;5;2024-01-18 16:26:03;21.0;PARCELADO
1641;384;2;12;2018-12-11 12:23:31;1364.68;A VISTA
1642;1248;3;13;2022-03-25 11:13:31;707.72;PARCELADO
1643;991;4;7;2021-02-01 15:57:05;443.75;A VISTA
1644;537;4;15;2021-10-03 13:48:51;1159.19;A VISTA
1645;611;4;9;2019-01-09 10:16:34;763.23;A VISTA
1646;384;3;9;2021-01-13 11:22:57;290.94;A VISTA
1647;143;4;2;2022-07-03 14:33:43;1592.21;A VISTA
1648;379;4;11;2020-08-24 17:53:04;1173.29;A VISTA
1649;607;2;14;2020-11-25 14:30:49;20.74;A VISTA
1650;276;2;11;2019-08-12 17:49:21;2006.4;A VISTA
1651;267;1;11;2017-01-12 11:38:52;2457.97;A VISTA
1652;864;1;6;2021-05-05 16:01:43;1639.91;A VISTA
1653;551;3;1;2021-05-05 16:01:43;1293.55;A VISTA
1654;491;1;8;2020-03-29 09:35:04;1344.98;A VISTA
1655;847;4;6;2017-03-27 15:37:44;510.96;PARCELADO
1656;765;1;16;2019-09-22 16:52:54;638.09;PARCELADO
1657;392;2;5;2019-07-16 12:31:21;60.86;A VISTA
1658;1267;4;16;2019-11-20 13:18:21;192.75;A VISTA
1659;1202;4;6;2022-07-01 17:50:22;2160.51;PARCELADO
1660;562;3;0;2018-07-03 23:23:54;1215.04;A VISTA
1661;56;4;15;2023-09-09 13:41:10;3.55;A VISTA
1662;732;2;7;2023-10-19 16:46:12;509.03;A VISTA
1663;892;2;7;2019-01-12 17:20:18;1788.81;A VISTA
1664;901;3;13;2020-07-01 17:37:54;1070.96;A VISTA
1665;1010;3;8;2023-08-06 10:52:08;2465.09;PARCELADO
1666;273;2;16;2018-11-30 17:56:06;1926.36;A VISTA
1667;120;1;8;2019-08-14 12:16:27;389.41;A VISTA
1668;410;1;6;2022-08-01 17:47:03;1838.56;PARCELADO
1669;1385;2;16;2019-08-14 15:29:11;436.39;PARCELADO
1670;1381;3;0;2018-06-11 21:48:35;470.12;PARCELADO
1671;574;3;15;2023-09-24 14:44:37;299.03;A VISTA
1672;635;2;4;2022-12-25 15:40:13;892.34;PARCELADO
1673;757;3;9;2018-05-20 17:37:51;432.83;A VISTA
1674;527;1;14;2019-01-02 17:30:49;981.13;PARCELADO
1675;861;2;8;2018-06-16 12:32:43;165.32;A VISTA
1676;1140;4;16;2023-05-29 11:17:35;1164.72;A VISTA
1677;980;1;1;2023-05-29 11:17:35;70.65;A VISTA
1678;151;2;16;2023-11-29 17:55:44;141.9;A VISTA
1679;768;1;15;2023-02-21 14:37:40;1121.16;A VISTA
1680;255;1;1;2023-02-21 14:37:40;1074.11;A VISTA
1681;48;1;2;2021-06-14 16:11:12;614.1;A VISTA
1682;804;3;14;2021-04-23 13:52:22;571.99;A VISTA
1683;419;4;8;2020-11-24 10:06:29;2461.29;PARCELADO
1684;171;3;5;2018-09-02 11:57:27;673.62;A VISTA
1685;330;2;1;2018-09-02 11:57:27;1211.46;A VISTA
1686;1064;2;2;2018-07-27 11:48:07;439.33;A VISTA
1687;1162;1;1;2018-07-27 11:48:07;316.89;A VISTA
1688;943;2;0;2017-11-22 11:19:10;587.41;A VISTA
1689;344;2;11;2021-11-06 10:01:16;64.77;A VISTA
1690;9;3;11;2020-05-04 10:09:15;1644.34;A VISTA
1691;1147;3;12;2021-11-10 10:37:01;987.35;A VISTA
1692;1345;4;16;2021-05-22 17:22:22;2172.82;A VISTA
1693;562;3;11;2020-09-22 12:22:00;725.88;PARCELADO
1694;685;1;5;2020-03-15 14:27:34;956.1;A VISTA
1695;1380;2;11;2018-09-16 17:27:34;1622.23;A VISTA
1696;1229;2;9;2021-03-05 11:18:17;416.87;A VISTA
1697;979;1;5;2021-05-20 09:35:45;90.54;PARCELADO
1698;1128;1;16;2022-03-15 10:47:29;36.27;A VISTA
1699;178;1;15;2017-11-23 12:28:28;1491.87;PARCELADO
1700;488;1;12;2021-01-30 17:19:16;1249.68;A VISTA
1701;231;3;5;2022-10-22 14:49:55;1233.59;A VISTA
1702;1024;4;6;2021-08-04 15:25:54;480.8;A VISTA
1703;1001;2;14;2019-01-27 16:08:26;790.59;A VISTA
1704;527;2;16;2018-07-02 14:57:36;1112.98;A VISTA
1705;204;1;14;2020-03-25 17:06:20;213.32;PARCELADO
1706;475;2;3;2023-04-11 09:17:38;2185.63;A VISTA
1707;783;1;16;2018-08-05 11:29:31;1118.08;A VISTA
1708;742;1;16;2020-05-08 11:14:29;766.99;A VISTA
1709;770;3;3;2023-11-04 14:19:18;1719.85;A VISTA
1710;17;2;4;2021-11-22 17:43:10;1937.58;A VISTA
1711;79;1;15;2023-06-13 11:58:33;1514.19;PARCELADO
1712;1200;2;10;2017-11-17 10:53:42;1338.43;PARCELADO
1713;337;4;10;2020-12-01 09:07:10;281.33;PARCELADO
1714;896;1;7;2017-03-24 17:12:05;2039.37;A VISTA
